rank	gene	description	n	cos	n_cos	N_cos	cos_ev	p	q
1637	DNAH5	dynein, axonemal, heavy chain 5	6	1	0	293	0	1	1
1638	DNAH8	dynein, axonemal, heavy chain 8	11	6	0	1758	0	1	1
1639	DNAH9	dynein, axonemal, heavy chain 9	17	5	0	1465	0	1	1
1640	DNAI2	dynein, axonemal, intermediate chain 2	0	1	0	293	0	1	1
1641	DNAJA3	DnaJ (Hsp40) homolog, subfamily A, member 3	0	1	0	293	0	1	1
1642	DNAJA4	DnaJ (Hsp40) homolog, subfamily A, member 4	0	1	0	293	0	1	1
1643	DNAJB11	DnaJ (Hsp40) homolog, subfamily B, member 11	1	1	0	293	0	1	1
1644	DNAJC14	DnaJ (Hsp40) homolog, subfamily C, member 14	0	1	0	293	0	1	1
1645	DNAJC16	DnaJ (Hsp40) homolog, subfamily C, member 16	3	2	0	586	0	1	1
1646	DNAJC18	DnaJ (Hsp40) homolog, subfamily C, member 18	1	1	0	293	0	1	1
1647	DNAJC2	DnaJ (Hsp40) homolog, subfamily C, member 2	3	1	0	293	0	1	1
1648	DNAJC21	DnaJ (Hsp40) homolog, subfamily C, member 21	1	1	0	293	0	1	1
1649	DNAJC24	DnaJ (Hsp40) homolog, subfamily C, member 24	0	6	0	1758	0	1	1
1650	DNAJC5G	DnaJ (Hsp40) homolog, subfamily C, member 5 gamma	0	1	0	293	0	1	1
1651	DNAJC6	DnaJ (Hsp40) homolog, subfamily C, member 6	0	1	0	293	0	1	1
1652	DNALI1	dynein, axonemal, light intermediate chain 1	0	1	0	293	0	1	1
1653	DNASE1L3	deoxyribonuclease I-like 3	0	3	0	879	0	1	1
1654	DNMT1	DNA (cytosine-5-)-methyltransferase 1	5	1	0	293	0	1	1
1655	DNMT3B	DNA (cytosine-5-)-methyltransferase 3 beta	1	1	0	293	0	1	1
1656	DOCK1	dedicator of cytokinesis 1	4	5	0	1465	0	1	1
1657	DOCK6	dedicator of cytokinesis 6	0	1	0	293	0	1	1
1658	DOCK8	dedicator of cytokinesis 8	1	3	0	879	0	1	1
1659	DOCK9	dedicator of cytokinesis 9	3	1	0	293	0	1	1
1660	DOK6	docking protein 6	0	1	0	293	0	1	1
1661	DOPEY1	dopey family member 1	4	1	0	293	0	1	1
1662	DOPEY2	dopey family member 2	5	1	0	293	0	1	1
1663	DOT1L	DOT1-like, histone H3 methyltransferase (S. cerevisiae)	3	2	0	586	0	1	1
1664	DPAGT1	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	2	1	0	293	0	1	1
1665	DPEP1	dipeptidase 1 (renal)	0	1	0	293	0	1	1
1666	DPEP2	dipeptidase 2	1	1	0	293	0	1	1
1667	DPP10	dipeptidyl-peptidase 10	5	1	0	293	0	1	1
1668	DPYSL2	dihydropyrimidinase-like 2	0	1	0	293	0	1	1
1669	DPYSL4	dihydropyrimidinase-like 4	0	1	0	293	0	1	1
1670	DRD3	dopamine receptor D3	1	1	0	293	0	1	1
1671	DRG1	developmentally regulated GTP binding protein 1	0	1	0	293	0	1	1
1672	DSCAML1	Down syndrome cell adhesion molecule like 1	3	2	0	586	0	1	1
1673	DSCR6	Down syndrome critical region gene 6	3	1	0	293	0	1	1
1674	DSEL	dermatan sulfate epimerase-like	1	2	0	586	0	1	1
1675	DSG1	desmoglein 1	5	1	0	293	0	1	1
1676	DSG2	desmoglein 2	1	3	0	879	0	1	1
1677	DSG3	desmoglein 3 (pemphigus vulgaris antigen)	1	1	0	293	0	1	1
1678	DSG4	desmoglein 4	2	4	0	1172	0	1	1
1679	DSP	desmoplakin	4	4	0	1172	0	1	1
1680	DST	dystonin	10	5	0	1465	0	1	1
1681	DSTN	destrin (actin depolymerizing factor)	0	1	0	293	0	1	1
1682	DTX3	deltex 3 homolog (Drosophila)	0	1	0	293	0	1	1
1683	DTX3L	deltex 3-like (Drosophila)	0	1	0	293	0	1	1
1684	DULLARD	dullard homolog (Xenopus laevis)	0	1	0	293	0	1	1
1685	DUSP21	dual specificity phosphatase 21	1	2	0	586	0	1	1
1686	DUSP22	dual specificity phosphatase 22	0	2	0	586	0	1	1
1687	DUSP23	dual specificity phosphatase 23	0	1	0	293	0	1	1
1688	DVL3	dishevelled, dsh homolog 3 (Drosophila)	0	1	0	293	0	1	1
1689	DYNC1H1	dynein, cytoplasmic 1, heavy chain 1	10	2	0	586	0	1	1
1690	DYNC1LI2	dynein, cytoplasmic 1, light intermediate chain 2	0	2	0	586	0	1	1
1691	DYRK1B	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B	0	1	0	293	0	1	1
1692	DYRK2	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	2	2	0	586	0	1	1
1693	DYRK3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	1	3	0	879	0	1	1
1694	DYRK4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4	1	1	0	293	0	1	1
1695	DYSF	dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)	4	2	0	586	0	1	1
1696	DZIP3	DAZ interacting protein 3, zinc finger	0	1	0	293	0	1	1
1697	E2F2	E2F transcription factor 2	0	2	0	586	0	1	1
1698	E2F3	E2F transcription factor 3	0	1	0	293	0	1	1
1699	E2F7	E2F transcription factor 7	1	1	0	293	0	1	1
1700	EAF1	ELL associated factor 1	0	1	0	293	0	1	1
1701	EBF3	early B-cell factor 3	1	1	0	293	0	1	1
1702	ECEL1	endothelin converting enzyme-like 1	1	2	0	586	0	1	1
1703	ECHDC2	enoyl Coenzyme A hydratase domain containing 2	1	1	0	293	0	1	1
1704	ECM2	extracellular matrix protein 2, female organ and adipocyte specific	1	1	0	293	0	1	1
1705	ECT2	epithelial cell transforming sequence 2 oncogene	4	2	0	586	0	1	1
1706	EDA	ectodysplasin A	2	1	0	293	0	1	1
1707	EDA2R	ectodysplasin A2 receptor	0	1	0	293	0	1	1
1708	EDC4	enhancer of mRNA decapping 4	1	2	0	586	0	1	1
1709	EDIL3	EGF-like repeats and discoidin I-like domains 3	2	1	0	293	0	1	1
1710	EDNRA	endothelin receptor type A	0	1	0	293	0	1	1
1711	EED	embryonic ectoderm development	1	1	0	293	0	1	1
1712	EEF1D	eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)	0	1	0	293	0	1	1
1713	EEF2K	eukaryotic elongation factor-2 kinase	0	1	0	293	0	1	1
1714	EFCAB5	EF-hand calcium binding domain 5	2	1	0	293	0	1	1
1715	EFHC2	EF-hand domain (C-terminal) containing 2	2	1	0	293	0	1	1
1716	EFR3A	EFR3 homolog A (S. cerevisiae)	1	1	0	293	0	1	1
1717	EFS	embryonal Fyn-associated substrate	0	1	0	293	0	1	1
1718	EGF	epidermal growth factor (beta-urogastrone)	3	1	0	293	0	1	1
1719	EGFL6	EGF-like-domain, multiple 6	1	1	0	293	0	1	1
1720	EHBP1	EH domain binding protein 1	2	1	0	293	0	1	1
1721	EHMT1	euchromatic histone-lysine N-methyltransferase 1	1	2	0	586	0	1	1
1722	EIF2AK1	eukaryotic translation initiation factor 2-alpha kinase 1	1	3	0	879	0	1	1
1723	EIF2AK2	eukaryotic translation initiation factor 2-alpha kinase 2	3	1	0	293	0	1	1
1724	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4	2	1	0	293	0	1	1
1725	EIF2S2	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa	1	3	0	879	0	1	1
1726	EIF2S3	eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa	0	1	0	293	0	1	1
1727	EIF3E	eukaryotic translation initiation factor 3, subunit E	0	1	0	293	0	1	1
1728	EIF3M	eukaryotic translation initiation factor 3, subunit M	1	1	0	293	0	1	1
1729	EIF4A2	eukaryotic translation initiation factor 4A, isoform 2	3	1	0	293	0	1	1
1730	EIF4G1	eukaryotic translation initiation factor 4 gamma, 1	5	4	0	1172	0	1	1
1731	EIF4G2	eukaryotic translation initiation factor 4 gamma, 2	2	1	0	293	0	1	1
1732	EIF5	eukaryotic translation initiation factor 5	2	1	0	293	0	1	1
1733	ELAVL2	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)	0	1	0	293	0	1	1
1734	ELP2	elongation protein 2 homolog (S. cerevisiae)	2	5	0	1465	0	1	1
1735	EME2	essential meiotic endonuclease 1 homolog 2 (S. pombe)	2	1	0	293	0	1	1
1736	EML2	echinoderm microtubule associated protein like 2	1	1	0	293	0	1	1
1737	EML4	echinoderm microtubule associated protein like 4	1	1	0	293	0	1	1
1738	EN1	engrailed homeobox 1	1	1	0	293	0	1	1
1739	EN2	engrailed homeobox 2	0	1	0	293	0	1	1
1740	ENO1	enolase 1, (alpha)	1	1	0	293	0	1	1
1741	ENPEP	glutamyl aminopeptidase (aminopeptidase A)	3	1	0	293	0	1	1
1742	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)	3	2	0	586	0	1	1
1743	ENPP7	ectonucleotide pyrophosphatase/phosphodiesterase 7	1	1	0	293	0	1	1
1744	ENSA	endosulfine alpha	0	1	0	293	0	1	1
1745	EOMES	eomesodermin homolog (Xenopus laevis)	2	1	0	293	0	1	1
1746	EP300	E1A binding protein p300	6	6	0	1758	0	1	1
1747	EP400	E1A binding protein p400	3	3	0	879	0	1	1
1748	EPAS1	endothelial PAS domain protein 1	3	1	0	293	0	1	1
1749	EPB41L2	erythrocyte membrane protein band 4.1-like 2	1	2	0	586	0	1	1
1750	EPC1	enhancer of polycomb homolog 1 (Drosophila)	2	1	0	293	0	1	1
1751	EPHA1	EPH receptor A1	1	2	0	586	0	1	1
1752	EPHA10	EPH receptor A10	1	3	0	879	0	1	1
1753	EPHA2	EPH receptor A2	0	4	0	1172	0	1	1
1754	EPHA3	EPH receptor A3	0	22	0	6446	0	1	1
1755	EPHA4	EPH receptor A4	1	5	0	1465	0	1	1
1756	EPHA5	EPH receptor A5	4	13	0	3809	0	1	1
1757	EPHA6	EPH receptor A6	2	8	0	2344	0	1	1
1758	EPHA7	EPH receptor A7	4	13	0	3809	0	1	1
1759	EPHA8	EPH receptor A8	4	6	0	1758	0	1	1
1760	EPHB1	EPH receptor B1	1	11	0	3223	0	1	1
1761	EPHB3	EPH receptor B3	1	2	0	586	0	1	1
1762	EPHB4	EPH receptor B4	3	6	0	1758	0	1	1
1763	EPHB6	EPH receptor B6	4	13	0	3809	0	1	1
1764	EPHX1	epoxide hydrolase 1, microsomal (xenobiotic)	3	1	0	293	0	1	1
1765	EPHX4	epoxide hydrolase 4	0	1	0	293	0	1	1
1766	EPO	erythropoietin	0	1	0	293	0	1	1
1767	ERAS	ES cell expressed Ras	0	2	0	586	0	1	1
1768	ERBB2	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)	3	41	0	12013	0	1	1
1769	ERBB2IP	erbb2 interacting protein	3	3	0	879	0	1	1
1770	ERBB3	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	4	6	0	1758	0	1	1
1771	ERBB4	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	6	11	0	3223	0	1	1
1772	ERC1	ELKS/RAB6-interacting/CAST family member 1	1	1	0	293	0	1	1
1773	ERCC2	excision repair cross-complementing rodent repair deficiency, complementation group 2 (xeroderma pigmentosum D)	1	1	0	293	0	1	1
1774	ERCC3	excision repair cross-complementing rodent repair deficiency, complementation group 3 (xeroderma pigmentosum group B complementing)	1	2	0	586	0	1	1
1775	ERCC5	excision repair cross-complementing rodent repair deficiency, complementation group 5 (xeroderma pigmentosum, complementation group G (Cockayne syndrome))	4	1	0	293	0	1	1
1776	ERCC6	excision repair cross-complementing rodent repair deficiency, complementation group 6	3	5	0	1465	0	1	1
1777	EREG	epiregulin	0	1	0	293	0	1	1
1778	ERF	Ets2 repressor factor	1	3	0	879	0	1	1
1779	ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	0	2	0	586	0	1	1
1780	ERGIC3	ERGIC and golgi 3	0	2	0	586	0	1	1
1781	ERI2	ERI1 exoribonuclease family member 2	2	1	0	293	0	1	1
1782	ERICH1	glutamate-rich 1	1	2	0	586	0	1	1
1783	ERN1	endoplasmic reticulum to nucleus signaling 1	0	1	0	293	0	1	1
1784	ERN2	endoplasmic reticulum to nucleus signaling 2	0	1	0	293	0	1	1
1785	ESCO2	establishment of cohesion 1 homolog 2 (S. cerevisiae)	0	1	0	293	0	1	1
1786	ESPL1	extra spindle pole bodies homolog 1 (S. cerevisiae)	6	1	0	293	0	1	1
1787	ESR1	estrogen receptor 1	0	1	0	293	0	1	1
1788	ESR2	estrogen receptor 2 (ER beta)	1	2	0	586	0	1	1
1789	ESRRG	estrogen-related receptor gamma	0	1	0	293	0	1	1
1790	ETAA1	Ewing tumor-associated antigen 1	0	1	0	293	0	1	1
1791	ETFDH	electron-transferring-flavoprotein dehydrogenase	1	3	0	879	0	1	1
1792	ETNK2	ethanolamine kinase 2	1	1	0	293	0	1	1
1793	ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	1	2	0	586	0	1	1
1794	ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	0	1	0	293	0	1	1
1795	ETV1	ets variant gene 1	1	2	0	586	0	1	1
1796	ETV3L	ets variant gene 3-like	0	1	0	293	0	1	1
1797	ETV5	ets variant gene 5 (ets-related molecule)	0	1	0	293	0	1	1
1798	ETV7	ets variant gene 7 (TEL2 oncogene)	0	1	0	293	0	1	1
1799	EVC2	Ellis van Creveld syndrome 2 (limbin)	1	4	0	1172	0	1	1
1800	EVL	Enah/Vasp-like	0	2	0	586	0	1	1
1801	EVPL	envoplakin	2	1	0	293	0	1	1
1802	EXOC1	exocyst complex component 1	1	2	0	586	0	1	1
1803	EXOC3L	exocyst complex component 3-like	0	2	0	586	0	1	1
1804	EXOC4	exocyst complex component 4	2	2	0	586	0	1	1
1805	EXOC6B	exocyst complex component 6B	3	1	0	293	0	1	1
1806	EYA1	eyes absent homolog 1 (Drosophila)	0	2	0	586	0	1	1
1807	EYA4	eyes absent homolog 4 (Drosophila)	1	2	0	586	0	1	1
1808	EZH2	enhancer of zeste homolog 2 (Drosophila)	3	6	0	1758	0	1	1
1809	F13A1	coagulation factor XIII, A1 polypeptide	0	1	0	293	0	1	1
1810	F13B	coagulation factor XIII, B polypeptide	2	1	0	293	0	1	1
1811	F2RL1	coagulation factor II (thrombin) receptor-like 1	0	1	0	293	0	1	1
1812	F2RL2	coagulation factor II (thrombin) receptor-like 2	1	1	0	293	0	1	1
1813	F5	coagulation factor V (proaccelerin, labile factor)	5	2	0	586	0	1	1
1814	F8	coagulation factor VIII, procoagulant component (hemophilia A)	4	1	0	293	0	1	1
1815	F9	coagulation factor IX (plasma thromboplastic component, Christmas disease, hemophilia B)	0	2	0	586	0	1	1
1816	FAAH	fatty acid amide hydrolase	0	1	0	293	0	1	1
1817	FABP4	fatty acid binding protein 4, adipocyte	0	1	0	293	0	1	1
1818	FAF1	Fas (TNFRSF6) associated factor 1	1	1	0	293	0	1	1
1819	FAIM2	Fas apoptotic inhibitory molecule 2	0	1	0	293	0	1	1
1820	FAM100B	family with sequence similarity 100, member B	0	1	0	293	0	1	1
1821	FAM107B	family with sequence similarity 107, member B	1	1	0	293	0	1	1
1822	FAM110B	family with sequence similarity 110, member B	1	1	0	293	0	1	1
1823	FAM123A	family with sequence similarity 123A	3	2	0	586	0	1	1
1824	FAM123B	family with sequence similarity 123B	2	22	0	6446	0	1	1
1825	FAM124A	family with sequence similarity 124A	2	1	0	293	0	1	1
1826	FAM131A	family with sequence similarity 131, member A	0	1	0	293	0	1	1
1827	FAM134A	family with sequence similarity 134, member A	0	1	0	293	0	1	1
1828	FAM135A	family with sequence similarity 135, member A	7	1	0	293	0	1	1
1829	FAM160B1	family with sequence similarity 160, member B1	2	1	0	293	0	1	1
1830	FAM171B	family with sequence similarity 171, member B	0	1	0	293	0	1	1
1831	FAM173B	family with sequence similarity 173, member B	0	1	0	293	0	1	1
1832	FAM175A	family with sequence similarity 175, member A	0	1	0	293	0	1	1
1833	FAM184A	family with sequence similarity 184, member A	4	2	0	586	0	1	1
1834	FAM189B	family with sequence similarity 189, member B	0	1	0	293	0	1	1
1835	FAM194A	family with sequence similarity 194, member A	2	1	0	293	0	1	1
1836	FAM22G	family with sequence similarity 22, member G	2	1	0	293	0	1	1
1837	FAM43A	family with sequence similarity 43, member A	0	1	0	293	0	1	1
1838	FAM46D	family with sequence similarity 46, member D	1	2	0	586	0	1	1
1839	FAM47A	family with sequence similarity 47, member A	4	1	0	293	0	1	1
1840	FAM47B	family with sequence similarity 47, member B	1	1	0	293	0	1	1
1841	FAM48B1	family with sequence similarity 48, member B1	0	1	0	293	0	1	1
1842	FAM5C	family with sequence similarity 5, member C	6	2	0	586	0	1	1
1843	FAM65A	family with sequence similarity 65, member A	2	1	0	293	0	1	1
1844	FAM71A	family with sequence similarity 71, member A	0	1	0	293	0	1	1
1845	FAM83A	family with sequence similarity 83, member A	1	1	0	293	0	1	1
1846	FAM83F	family with sequence similarity 83, member F	0	1	0	293	0	1	1
1847	FAM83H	family with sequence similarity 83, member H	1	1	0	293	0	1	1
1848	FAM91A1	family with sequence similarity 91, member A1	2	1	0	293	0	1	1
1849	FANCD2	Fanconi anemia, complementation group D2	2	3	0	879	0	1	1
1850	FANCF	Fanconi anemia, complementation group F	2	1	0	293	0	1	1
1851	FANCG	Fanconi anemia, complementation group G	3	1	0	293	0	1	1
1852	FARP1	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)	4	1	0	293	0	1	1
1853	FAS	Fas (TNF receptor superfamily, member 6)	3	1	0	293	0	1	1
1854	FASN	fatty acid synthase	3	1	0	293	0	1	1
1855	FASTK	Fas-activated serine/threonine kinase	0	1	0	293	0	1	1
1856	FASTKD3	FAST kinase domains 3	2	1	0	293	0	1	1
1857	FBLN1	fibulin 1	3	1	0	293	0	1	1
1858	FBLN5	fibulin 5	0	1	0	293	0	1	1
1859	FBN3	fibrillin 3	5	1	0	293	0	1	1
1860	FBXL12	F-box and leucine-rich repeat protein 12	0	1	0	293	0	1	1
1861	FBXL15	F-box and leucine-rich repeat protein 15	0	1	0	293	0	1	1
1862	FBXL18	F-box and leucine-rich repeat protein 18	0	2	0	586	0	1	1
1863	FBXL19	F-box and leucine-rich repeat protein 19	1	1	0	293	0	1	1
1864	FBXL2	F-box and leucine-rich repeat protein 2	0	1	0	293	0	1	1
1865	FBXL21	F-box and leucine-rich repeat protein 21	0	1	0	293	0	1	1
1866	FBXL7	F-box and leucine-rich repeat protein 7	0	1	0	293	0	1	1
1867	FBXO18	F-box protein, helicase, 18	1	1	0	293	0	1	1
1868	FBXO21	F-box protein 21	1	1	0	293	0	1	1
1869	FBXO24	F-box protein 24	1	1	0	293	0	1	1
1870	FBXO28	F-box protein 28	0	1	0	293	0	1	1
1871	FBXO30	F-box protein 30	1	1	0	293	0	1	1
1872	FBXO34	F-box protein 34	1	3	0	879	0	1	1
1873	FBXO38	F-box protein 38	2	1	0	293	0	1	1
1874	FBXO40	F-box protein 40	1	2	0	586	0	1	1
1875	FBXO43	F-box protein 43	5	2	0	586	0	1	1
1876	FBXO45	F-box protein 45	0	1	0	293	0	1	1
1877	FBXO46	F-box protein 46	0	2	0	586	0	1	1
1878	FBXO8	F-box protein 8	1	1	0	293	0	1	1
1879	FBXW7	F-box and WD repeat domain containing 7	2	91	0	26663	0	1	1
1880	FCGBP	Fc fragment of IgG binding protein	3	1	0	293	0	1	1
1881	FCN1	ficolin (collagen/fibrinogen domain containing) 1	3	1	0	293	0	1	1
1882	FCN2	ficolin (collagen/fibrinogen domain containing lectin) 2 (hucolin)	0	1	0	293	0	1	1
1883	FCRL3	Fc receptor-like 3	0	1	0	293	0	1	1
1884	FCRL4	Fc receptor-like 4	2	1	0	293	0	1	1
1885	FCRL5	Fc receptor-like 5	4	3	0	879	0	1	1
1886	FEM1C	fem-1 homolog c (C. elegans)	2	2	0	586	0	1	1
1887	FER	fer (fps/fes related) tyrosine kinase	0	3	0	879	0	1	1
1888	FER1L6	fer-1-like 6 (C. elegans)	1	2	0	586	0	1	1
1889	FERD3L	Fer3-like (Drosophila)	0	1	0	293	0	1	1
1890	FES	feline sarcoma oncogene	2	2	0	586	0	1	1
1891	FETUB	fetuin B	0	1	0	293	0	1	1
1892	FEZ1	fasciculation and elongation protein zeta 1 (zygin I)	1	2	0	586	0	1	1
1893	FEZF2	FEZ family zinc finger 2	0	1	0	293	0	1	1
1894	FFAR1	free fatty acid receptor 1	0	1	0	293	0	1	1
1895	FFAR2	free fatty acid receptor 2	0	1	0	293	0	1	1
1896	FGD1	FYVE, RhoGEF and PH domain containing 1 (faciogenital dysplasia)	1	2	0	586	0	1	1
1897	FGD2	FYVE, RhoGEF and PH domain containing 2	0	1	0	293	0	1	1
1898	FGD4	FYVE, RhoGEF and PH domain containing 4	2	1	0	293	0	1	1
1899	FGF13	fibroblast growth factor 13	1	1	0	293	0	1	1
1900	FGF14	fibroblast growth factor 14	1	1	0	293	0	1	1
1901	FGF19	fibroblast growth factor 19	0	2	0	586	0	1	1
1902	FGF2	fibroblast growth factor 2 (basic)	0	1	0	293	0	1	1
1903	FGF3	fibroblast growth factor 3 (murine mammary tumor virus integration site (v-int-2) oncogene homolog)	1	1	0	293	0	1	1
1904	FGFR1	fibroblast growth factor receptor 1 (fms-related tyrosine kinase 2, Pfeiffer syndrome)	4	10	0	2930	0	1	1
1905	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	3	49	0	14357	0	1	1
1906	FGFR3	fibroblast growth factor receptor 3 (achondroplasia, thanatophoric dwarfism)	1	43	0	12599	0	1	1
1907	FGFR4	fibroblast growth factor receptor 4	2	9	0	2637	0	1	1
1908	FH	fumarate hydratase	1	3	0	879	0	1	1
1909	FHOD1	formin homology 2 domain containing 1	3	1	0	293	0	1	1
1910	FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	2	2	0	586	0	1	1
1911	FIGN	fidgetin	1	2	0	586	0	1	1
1912	FIP1L1	FIP1 like 1 (S. cerevisiae)	0	1	0	293	0	1	1
1913	FKBP9	FK506 binding protein 9, 63 kDa	0	1	0	293	0	1	1
1914	FKTN	fukutin	2	2	0	586	0	1	1
1915	FLCN	folliculin	1	1	0	293	0	1	1
1916	FLI1	Friend leukemia virus integration 1	1	2	0	586	0	1	1
1917	FLJ44635		0	1	0	293	0	1	1
1918	FLNB	filamin B, beta (actin binding protein 278)	2	6	0	1758	0	1	1
1919	FLT1	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)	3	12	0	3516	0	1	1
1920	FLT3	fms-related tyrosine kinase 3	2	114	0	33402	0	1	1
1921	FLT4	fms-related tyrosine kinase 4	4	6	0	1758	0	1	1
1922	FMNL2	formin-like 2	0	2	0	586	0	1	1
1923	FMO4	flavin containing monooxygenase 4	0	3	0	879	0	1	1
1924	FN1	fibronectin 1	6	7	0	2051	0	1	1
1925	FNDC3A	fibronectin type III domain containing 3A	2	2	0	586	0	1	1
1926	FNDC3B	fibronectin type III domain containing 3B	2	1	0	293	0	1	1
1927	FOLH1	folate hydrolase (prostate-specific membrane antigen) 1	0	1	0	293	0	1	1
1928	FOLR2	folate receptor 2 (fetal)	0	1	0	293	0	1	1
1929	FOS	v-fos FBJ murine osteosarcoma viral oncogene homolog	0	3	0	879	0	1	1
1930	FOXB1	forkhead box B1	1	1	0	293	0	1	1
1931	FOXG1	forkhead box G1	0	1	0	293	0	1	1
1932	FOXI1	forkhead box I1	1	1	0	293	0	1	1
1933	FOXL2	forkhead box L2	0	2	0	586	0	1	1
1934	FOXM1	forkhead box M1	1	1	0	293	0	1	1
1935	FOXN1	forkhead box N1	0	1	0	293	0	1	1
1936	FOXN3	forkhead box N3	0	1	0	293	0	1	1
1937	FOXO3	forkhead box O3	0	3	0	879	0	1	1
1938	FOXO4	forkhead box O4	1	1	0	293	0	1	1
1939	FOXP1	forkhead box P1	0	1	0	293	0	1	1
1940	FOXP2	forkhead box P2	1	2	0	586	0	1	1
1941	FOXP4	forkhead box P4	1	1	0	293	0	1	1
1942	FOXR2	forkhead box R2	1	2	0	586	0	1	1
1943	FOXRED2	FAD-dependent oxidoreductase domain containing 2	2	1	0	293	0	1	1
1944	FRK	fyn-related kinase	1	6	0	1758	0	1	1
1945	FRMD3	FERM domain containing 3	1	1	0	293	0	1	1
1946	FRMPD1	FERM and PDZ domain containing 1	5	2	0	586	0	1	1
1947	FRMPD2	FERM and PDZ domain containing 2	4	1	0	293	0	1	1
1948	FRMPD4	FERM and PDZ domain containing 4	2	6	0	1758	0	1	1
1949	FRZB	frizzled-related protein	0	1	0	293	0	1	1
1950	FSCB	fibrous sheath CABYR binding protein	3	3	0	879	0	1	1
1951	FSTL1	follistatin-like 1	1	1	0	293	0	1	1
1952	FSTL4	follistatin-like 4	2	1	0	293	0	1	1
1953	FSTL5	follistatin-like 5	2	1	0	293	0	1	1
1954	FUBP1	far upstream element (FUSE) binding protein 1	1	4	0	1172	0	1	1
1955	FUCA1	fucosidase, alpha-L- 1, tissue	0	1	0	293	0	1	1
1956	FURIN	furin (paired basic amino acid cleaving enzyme)	0	3	0	879	0	1	1
1957	FUS	fusion (involved in t(12;16) in malignant liposarcoma)	1	1	0	293	0	1	1
1958	FUT2	fucosyltransferase 2 (secretor status included)	0	1	0	293	0	1	1
1959	FXR1	fragile X mental retardation, autosomal homolog 1	0	1	0	293	0	1	1
1960	FXYD6	FXYD domain containing ion transport regulator 6	0	1	0	293	0	1	1
1961	FYCO1	FYVE and coiled-coil domain containing 1	0	1	0	293	0	1	1
1962	FYN	FYN oncogene related to SRC, FGR, YES	1	6	0	1758	0	1	1
1963	FZD10	frizzled homolog 10 (Drosophila)	2	1	0	293	0	1	1
1964	FZD3	frizzled homolog 3 (Drosophila)	1	1	0	293	0	1	1
1965	FZD4	frizzled homolog 4 (Drosophila)	0	1	0	293	0	1	1
1966	FZD7	frizzled homolog 7 (Drosophila)	0	2	0	586	0	1	1
1967	FZD9	frizzled homolog 9 (Drosophila)	0	1	0	293	0	1	1
1968	FZR1	fizzy/cell division cycle 20 related 1 (Drosophila)	1	1	0	293	0	1	1
1969	G2E3	G2/M-phase specific E3 ubiquitin protein ligase	2	1	0	293	0	1	1
1970	G3BP2	GTPase activating protein (SH3 domain) binding protein 2	0	3	0	879	0	1	1
1971	G6PC	glucose-6-phosphatase, catalytic subunit	1	1	0	293	0	1	1
1972	GAB1	GRB2-associated binding protein 1	1	3	0	879	0	1	1
1973	GAB2	GRB2-associated binding protein 2	1	1	0	293	0	1	1
1974	GABPB1	GA binding protein transcription factor, beta subunit 1	0	1	0	293	0	1	1
1975	GABRA4	gamma-aminobutyric acid (GABA) A receptor, alpha 4	2	1	0	293	0	1	1
1976	GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	0	2	0	586	0	1	1
1977	GABRD	gamma-aminobutyric acid (GABA) A receptor, delta	1	1	0	293	0	1	1
1978	GABRP	gamma-aminobutyric acid (GABA) A receptor, pi	0	1	0	293	0	1	1
1979	GAD2	glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)	0	1	0	293	0	1	1
1980	GAK	cyclin G associated kinase	1	3	0	879	0	1	1
1981	GALNS	galactosamine (N-acetyl)-6-sulfate sulfatase (Morquio syndrome, mucopolysaccharidosis type IVA)	1	2	0	586	0	1	1
