rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_ks	p_cons	p_joint	p	q
2642	PSKH2	protein serine kinase H2	335024	1	1	1	0	0	0	0	0	1	0	0.201	0.822	NaN	NaN	NaN	0.201	1.000
2643	CASP5	caspase 5, apoptosis-related cysteine peptidase	401117	1	1	1	1	1	0	0	0	0	0	0.201	0.918	NaN	NaN	NaN	0.201	1.000
2644	OR10S1	olfactory receptor, family 10, subfamily S, member 1	292992	2	2	2	0	0	0	0	2	0	0	0.112	0.650	0.604	0.205	0.449	0.201	1.000
2645	HIC1	hypermethylated in cancer 1	240976	1	1	1	0	0	0	0	0	1	0	0.201	1.000	NaN	NaN	NaN	0.201	1.000
2646	MRPL28	mitochondrial ribosomal protein L28	215231	1	1	1	0	0	1	0	0	0	0	0.201	0.879	NaN	NaN	NaN	0.201	1.000
2647	FTMT	ferritin mitochondrial	208328	1	1	1	0	0	0	1	0	0	0	0.201	0.615	NaN	NaN	NaN	0.201	1.000
2648	GXYLT2	glucoside xylosyltransferase 2	316355	1	1	1	0	0	1	0	0	0	0	0.201	0.736	NaN	NaN	NaN	0.201	1.000
2649	KCNN4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4	352056	1	1	1	0	1	0	0	0	0	0	0.201	0.675	NaN	NaN	NaN	0.201	1.000
2650	PCDHB1	protocadherin beta 1	720976	4	4	4	1	0	0	1	3	0	0	0.0568	0.648	0.755	0.657	0.887	0.201	1.000
2651	GPR112	G protein-coupled receptor 112	2734804	7	7	7	1	0	1	4	1	1	0	0.147	0.293	0.437	0.274	0.343	0.201	1.000
2652	DOPEY2	dopey family member 2	2025841	5	5	3	1	0	2	0	3	0	0	0.280	0.578	0.102	0.191	0.180	0.201	1.000
2653	GTPBP10	GTP-binding protein 10 (putative)	352687	1	1	1	0	0	1	0	0	0	0	0.201	0.530	NaN	NaN	NaN	0.201	1.000
2654	CYP11B2	cytochrome P450, family 11, subfamily B, polypeptide 2	452156	2	2	2	0	0	0	0	2	0	0	0.212	0.680	0.234	0.140	0.239	0.201	1.000
2655	HIST1H2BK	histone cluster 1, H2bk	112805	1	1	1	0	0	0	1	0	0	0	0.201	0.628	NaN	NaN	NaN	0.201	1.000
2656	C1orf63	chromosome 1 open reading frame 63	260435	1	1	1	0	0	0	0	0	1	0	0.201	1.000	NaN	NaN	NaN	0.201	1.000
2657	NUMBL	numb homolog (Drosophila)-like	262916	1	1	1	0	0	0	0	0	1	0	0.201	1.000	NaN	NaN	NaN	0.201	1.000
2658	FAM122C	family with sequence similarity 122C	196443	1	1	1	0	0	0	0	1	0	0	0.201	0.848	NaN	NaN	NaN	0.201	1.000
2659	DHX35	DEAH (Asp-Glu-Ala-His) box polypeptide 35	644142	2	2	2	1	0	0	0	2	0	0	0.369	0.921	0.592	0.0717	0.137	0.201	1.000
2660	PSG6	pregnancy specific beta-1-glycoprotein 6	380607	2	2	2	1	1	0	1	0	0	0	0.0506	0.802	0.762	0.462	1.000	0.201	1.000
2661	C16orf88	chromosome 16 open reading frame 88	408149	1	1	1	0	0	1	0	0	0	0	0.201	0.699	NaN	NaN	NaN	0.201	1.000
2662	NAPA	N-ethylmaleimide-sensitive factor attachment protein, alpha	273017	1	1	1	0	0	1	0	0	0	0	0.202	0.791	NaN	NaN	NaN	0.202	1.000
2663	OR6M1	olfactory receptor, family 6, subfamily M, member 1	276885	1	1	1	0	0	0	1	0	0	0	0.202	0.649	NaN	NaN	NaN	0.202	1.000
2664	CDC25C	cell division cycle 25 homolog C (S. pombe)	431882	2	2	2	1	0	0	0	2	0	0	0.182	0.901	0.921	0.135	0.277	0.202	1.000
2665	GPR174	G protein-coupled receptor 174	294195	2	2	2	1	0	0	0	1	1	0	0.0548	0.974	0.326	0.516	0.924	0.202	1.000
2666	PSMD4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	332438	1	1	1	0	1	0	0	0	0	0	0.202	0.750	NaN	NaN	NaN	0.202	1.000
2667	CXCR2	chemokine (C-X-C motif) receptor 2	318491	1	1	1	1	0	0	0	1	0	0	0.202	0.925	NaN	NaN	NaN	0.202	1.000
2668	DPY19L4	dpy-19-like 4 (C. elegans)	652794	2	2	2	0	0	1	0	1	0	0	0.211	0.512	0.129	0.305	0.240	0.202	1.000
2669	MRAS	muscle RAS oncogene homolog	189567	1	1	1	0	0	0	0	1	0	0	0.202	0.853	NaN	NaN	NaN	0.202	1.000
2670	SNX17	sorting nexin 17	411958	2	2	2	0	1	0	0	1	0	0	0.149	0.684	0.138	0.368	0.342	0.202	1.000
2671	TCEAL4	transcription elongation factor A (SII)-like 4	164500	1	1	1	0	0	0	0	1	0	0	0.202	0.882	NaN	NaN	NaN	0.202	1.000
2672	RBL2	retinoblastoma-like 2 (p130)	957205	3	3	3	1	0	1	0	1	1	0	0.167	0.725	0.140	0.605	0.304	0.203	1.000
2673	MIOX	myo-inositol oxygenase	260919	2	2	2	0	0	0	1	0	1	0	0.0510	0.650	0.488	0.825	1.000	0.203	1.000
2674	RAB18	RAB18, member RAS oncogene family	169114	1	1	1	0	0	0	0	1	0	0	0.203	0.852	NaN	NaN	NaN	0.203	1.000
2675	LPAR3	lysophosphatidic acid receptor 3	313510	1	1	1	0	1	0	0	0	0	0	0.203	0.625	NaN	NaN	NaN	0.203	1.000
2676	ZFX	zinc finger protein, X-linked	733629	3	3	3	0	1	0	2	0	0	0	0.0996	0.307	0.661	0.165	0.512	0.203	1.000
2677	MORC1	MORC family CW-type zinc finger 1	893963	2	2	2	0	0	0	2	0	0	0	0.456	0.460	0.323	0.0659	0.112	0.203	1.000
2678	TICAM1	toll-like receptor adaptor molecule 1	626585	3	3	3	0	0	0	0	3	0	0	0.134	0.509	0.225	0.623	0.382	0.203	1.000
2679	KCTD8	potassium channel tetramerisation domain containing 8	363352	1	1	1	0	0	1	0	0	0	0	0.203	0.798	NaN	NaN	NaN	0.203	1.000
2680	RPL11	ribosomal protein L11	143533	1	1	1	0	0	0	0	1	0	0	0.203	0.844	NaN	NaN	NaN	0.203	1.000
2681	PTPRN2	protein tyrosine phosphatase, receptor type, N polypeptide 2	730800	4	4	4	0	1	0	0	2	1	0	0.0557	0.260	0.624	0.946	0.918	0.203	1.000
2682	NCOA6	nuclear receptor coactivator 6	1829449	6	5	6	1	0	0	2	4	0	0	0.289	0.522	0.0625	0.886	0.177	0.203	1.000
2683	ERLIN1	ER lipid raft associated 1	274730	1	1	1	0	0	0	0	0	1	0	0.203	0.684	NaN	NaN	NaN	0.203	1.000
2684	ETNK2	ethanolamine kinase 2	218090	1	1	1	0	0	0	1	0	0	0	0.203	0.627	NaN	NaN	NaN	0.203	1.000
2685	PCTP	phosphatidylcholine transfer protein	153152	1	1	1	0	0	0	0	1	0	0	0.203	0.859	NaN	NaN	NaN	0.203	1.000
2686	COLEC11	collectin sub-family member 11	265946	1	1	1	1	1	0	0	0	0	0	0.203	0.894	NaN	NaN	NaN	0.203	1.000
2687	CCR6	chemokine (C-C motif) receptor 6	331969	1	1	1	0	0	0	1	0	0	0	0.204	0.649	NaN	NaN	NaN	0.204	1.000
2688	MOGAT2	monoacylglycerol O-acyltransferase 2	301113	1	1	1	1	0	1	0	0	0	0	0.204	0.961	NaN	NaN	NaN	0.204	1.000
2689	IL23A	interleukin 23, alpha subunit p19	171697	1	1	1	0	0	0	0	1	0	0	0.204	0.823	NaN	NaN	NaN	0.204	1.000
2690	ETF1	eukaryotic translation termination factor 1	396701	1	1	1	0	0	0	0	0	1	0	0.204	0.683	NaN	NaN	NaN	0.204	1.000
2691	TRIM37	tripartite motif-containing 37	876575	3	3	3	0	1	0	1	1	0	0	0.157	0.484	0.171	0.853	0.328	0.204	1.000
2692	WNT7B	wingless-type MMTV integration site family, member 7B	310918	1	1	1	0	0	0	1	0	0	0	0.204	0.632	NaN	NaN	NaN	0.204	1.000
2693	CAPZA2	capping protein (actin filament) muscle Z-line, alpha 2	251394	2	2	2	1	0	0	1	1	0	0	0.0783	0.910	0.834	0.275	0.656	0.204	1.000
2694	UBE2D2	ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)	138296	1	1	1	0	0	0	1	0	0	0	0.204	0.695	NaN	NaN	NaN	0.204	1.000
2695	GCNT1	glucosaminyl (N-acetyl) transferase 1, core 2 (beta-1,6-N-acetylglucosaminyltransferase)	378263	2	2	2	1	0	0	1	0	1	0	0.0676	0.825	0.892	0.404	0.761	0.204	1.000
2696	SH3GL2	SH3-domain GRB2-like 2	317808	1	1	1	0	0	1	0	0	0	0	0.204	0.659	NaN	NaN	NaN	0.204	1.000
2697	PPA2	pyrophosphatase (inorganic) 2	294954	1	1	1	0	1	0	0	0	0	0	0.204	0.706	NaN	NaN	NaN	0.204	1.000
2698	MAPK12	mitogen-activated protein kinase 12	241955	1	1	1	0	0	0	0	0	1	0	0.204	0.635	NaN	NaN	NaN	0.204	1.000
2699	OR56A4	olfactory receptor, family 56, subfamily A, member 4	322297	2	2	2	1	0	0	1	1	0	0	0.0773	0.777	0.130	0.720	0.667	0.204	1.000
2700	WFDC1	WAP four-disulfide core domain 1	143559	1	1	1	0	0	0	0	1	0	0	0.205	0.819	NaN	NaN	NaN	0.205	1.000
2701	OPTC	opticin	299698	4	4	4	2	2	0	0	1	1	0	0.0516	0.787	0.911	0.873	1.000	0.205	1.000
2702	PPIC	peptidylprolyl isomerase C (cyclophilin C)	168043	1	1	1	0	0	0	0	1	0	0	0.205	0.828	NaN	NaN	NaN	0.205	1.000
2703	GGNBP2	gametogenetin binding protein 2	600656	3	3	3	1	0	1	0	1	1	0	0.0516	0.760	0.909	0.672	1.000	0.205	1.000
2704	PRKAG1	protein kinase, AMP-activated, gamma 1 non-catalytic subunit	305892	1	1	1	0	0	0	0	1	0	0	0.205	0.835	NaN	NaN	NaN	0.205	1.000
2705	NHSL2	NHS-like 2	497944	3	3	3	0	0	0	2	1	0	0	0.0653	0.354	0.659	0.386	0.792	0.205	1.000
2706	PAX9	paired box 9	272282	1	1	1	0	0	0	1	0	0	0	0.205	0.664	NaN	NaN	NaN	0.205	1.000
2707	NTN5	netrin 5	259041	1	1	1	0	0	0	1	0	0	0	0.205	0.642	NaN	NaN	NaN	0.205	1.000
2708	GJB3	gap junction protein, beta 3, 31kDa	239377	1	1	1	1	0	0	0	0	1	0	0.206	0.874	NaN	NaN	NaN	0.206	1.000
2709	CYP8B1	cytochrome P450, family 8, subfamily B, polypeptide 1	442298	3	3	3	0	0	0	1	2	0	0	0.0520	0.432	0.906	0.594	1.000	0.206	1.000
2710	PLTP	phospholipid transfer protein	427595	2	2	2	1	0	0	1	1	0	0	0.150	0.843	0.451	0.189	0.347	0.206	1.000
2711	SYNJ2BP	synaptojanin 2 binding protein	133005	1	1	1	0	0	0	0	1	0	0	0.206	0.820	NaN	NaN	NaN	0.206	1.000
2712	C3orf58	chromosome 3 open reading frame 58	290422	2	2	2	0	0	0	0	1	1	0	0.0711	0.704	0.557	0.570	0.732	0.206	1.000
2713	COQ6	coenzyme Q6 homolog, monooxygenase (S. cerevisiae)	397984	1	1	1	0	0	0	0	0	1	0	0.206	0.839	NaN	NaN	NaN	0.206	1.000
2714	HNF4G	hepatocyte nuclear factor 4, gamma	403754	1	1	1	2	0	0	0	0	1	0	0.206	0.993	NaN	NaN	NaN	0.206	1.000
2715	USP7	ubiquitin specific peptidase 7 (herpes virus-associated)	981550	2	2	2	1	0	0	1	1	0	0	0.495	0.839	0.0204	0.0978	0.105	0.206	1.000
2716	ACADM	acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain	388432	1	1	1	0	0	0	1	0	0	0	0.206	0.717	NaN	NaN	NaN	0.206	1.000
2717	C13orf39		237342	1	1	1	0	0	0	0	0	1	0	0.206	1.000	NaN	NaN	NaN	0.206	1.000
2718	INSC	inscuteable homolog (Drosophila)	507620	3	3	3	1	0	1	2	0	0	0	0.0522	0.672	0.966	0.959	1.000	0.206	1.000
2719	DHRS13	dehydrogenase/reductase (SDR family) member 13	276352	1	1	1	1	0	0	0	0	1	0	0.206	1.000	NaN	NaN	NaN	0.206	1.000
2720	C1orf135	chromosome 1 open reading frame 135	294352	1	1	1	0	0	0	1	0	0	0	0.206	0.684	NaN	NaN	NaN	0.206	1.000
2721	NOM1	nucleolar protein with MIF4G domain 1	609125	3	3	3	1	0	0	1	2	0	0	0.109	0.828	0.293	0.305	0.478	0.206	1.000
2722	ZNF672	zinc finger protein 672	213357	1	1	1	0	0	0	0	1	0	0	0.206	0.810	NaN	NaN	NaN	0.206	1.000
2723	CALCOCO2	calcium binding and coiled-coil domain 2	406977	1	1	1	1	0	0	0	0	1	0	0.207	1.000	NaN	NaN	NaN	0.207	1.000
2724	SLC22A6	solute carrier family 22 (organic anion transporter), member 6	482051	3	3	3	1	0	1	1	1	0	0	0.0523	0.732	0.647	0.779	1.000	0.207	1.000
2725	CRHBP	corticotropin releasing hormone binding protein	285814	2	2	2	1	1	0	1	0	0	0	0.0707	0.719	0.872	0.182	0.740	0.207	1.000
2726	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	969912	2	2	2	0	0	0	2	0	0	0	0.448	0.420	0.525	0.0543	0.117	0.207	1.000
2727	FAM71E1	family with sequence similarity 71, member E1	174436	1	1	1	0	1	0	0	0	0	0	0.207	0.658	NaN	NaN	NaN	0.207	1.000
2728	CSRP3	cysteine and glycine-rich protein 3 (cardiac LIM protein)	177265	1	1	1	1	0	0	0	1	0	0	0.207	0.951	NaN	NaN	NaN	0.207	1.000
2729	AADACL3	arylacetamide deacetylase-like 3	314389	2	2	2	0	0	0	0	2	0	0	0.120	0.707	0.189	0.291	0.435	0.207	1.000
2730	C4orf51	chromosome 4 open reading frame 51	176598	1	1	1	0	0	0	0	1	0	0	0.207	0.845	NaN	NaN	NaN	0.207	1.000
2731	ACY1	aminoacylase 1	368651	1	1	1	0	1	0	0	0	0	0	0.207	0.736	NaN	NaN	NaN	0.207	1.000
2732	HAS1	hyaluronan synthase 1	289604	2	2	2	0	2	0	0	0	0	0	0.0680	0.452	0.585	0.361	0.771	0.207	1.000
2733	BRDT	bromodomain, testis-specific	854270	3	3	3	1	0	0	2	0	1	0	0.156	0.716	0.415	0.205	0.336	0.207	1.000
2734	TPM2	tropomyosin 2 (beta)	286131	1	1	1	0	1	0	0	0	0	0	0.207	0.681	NaN	NaN	NaN	0.207	1.000
2735	LILRA6	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6	412940	1	1	1	1	1	0	0	0	0	0	0.207	0.873	NaN	NaN	NaN	0.207	1.000
2736	SAMD3	sterile alpha motif domain containing 3	469583	2	2	2	0	0	0	1	1	0	0	0.224	0.584	0.646	0.0661	0.235	0.207	1.000
2737	GDAP1	ganglioside-induced differentiation-associated protein 1	322592	1	1	1	0	1	0	0	0	0	0	0.208	0.692	NaN	NaN	NaN	0.208	1.000
2738	SEZ6L	seizure related 6 homolog (mouse)-like	880945	3	3	3	0	2	0	1	0	0	0	0.173	0.233	0.323	0.273	0.303	0.208	1.000
2739	C17orf79	chromosome 17 open reading frame 79	137124	1	1	1	0	0	0	1	0	0	0	0.208	0.697	NaN	NaN	NaN	0.208	1.000
2740	SFRS2IP	splicing factor, arginine/serine-rich 2, interacting protein	1303169	6	5	6	1	0	1	3	2	0	0	0.101	0.293	0.778	0.191	0.520	0.208	1.000
2741	ZNF880	zinc finger protein 880	335525	1	1	1	0	0	0	0	0	1	0	0.208	0.867	NaN	NaN	NaN	0.208	1.000
2742	C1orf123	chromosome 1 open reading frame 123	150866	1	1	1	0	0	0	0	1	0	0	0.208	0.861	NaN	NaN	NaN	0.208	1.000
2743	FOXRED2	FAD-dependent oxidoreductase domain containing 2	577665	2	2	2	0	1	1	0	0	0	0	0.153	0.551	0.267	0.374	0.345	0.208	1.000
2744	HCRTR2	hypocretin (orexin) receptor 2	399348	1	1	1	0	1	0	0	0	0	0	0.208	0.698	NaN	NaN	NaN	0.208	1.000
2745	TANK	TRAF family member-associated NFKB activator	392327	1	1	1	0	1	0	0	0	0	0	0.208	0.656	NaN	NaN	NaN	0.208	1.000
2746	OR51B4	olfactory receptor, family 51, subfamily B, member 4	274248	1	1	1	1	0	0	0	1	0	0	0.208	0.968	NaN	NaN	NaN	0.208	1.000
2747	PBLD	phenazine biosynthesis-like protein domain containing	290656	2	2	2	0	0	0	0	2	0	0	0.0940	0.682	0.768	0.178	0.563	0.208	1.000
2748	TRAF3IP2	TRAF3 interacting protein 2	506884	2	2	2	0	0	0	0	1	1	0	0.105	0.828	0.247	0.810	0.502	0.208	1.000
2749	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial	331796	2	2	2	1	0	1	0	1	0	0	0.0529	0.814	0.778	0.0740	1.000	0.208	1.000
2750	POLR2I	polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa	117711	1	1	1	0	0	0	0	1	0	0	0.208	0.871	NaN	NaN	NaN	0.208	1.000
2751	LMBRD2	LMBR1 domain containing 2	631694	3	3	3	0	0	1	1	1	0	0	0.0529	0.351	0.792	0.370	1.000	0.208	1.000
2752	BIRC3	baculoviral IAP repeat-containing 3	541171	2	2	2	0	0	0	2	0	0	0	0.238	0.463	0.864	0.0609	0.223	0.209	1.000
2753	QDPR	quinoid dihydropteridine reductase	217059	1	1	1	0	0	0	1	0	0	0	0.209	0.693	NaN	NaN	NaN	0.209	1.000
2754	RBAK	RB-associated KRAB zinc finger	633173	2	2	2	0	0	0	2	0	0	0	0.307	0.448	0.543	0.0346	0.173	0.209	1.000
2755	C16orf71	chromosome 16 open reading frame 71	456660	2	2	2	0	0	0	1	1	0	0	0.176	0.544	0.808	0.169	0.301	0.209	1.000
2756	A1CF	APOBEC1 complementation factor	573108	3	3	3	0	0	0	2	0	1	0	0.0530	0.399	0.886	0.361	1.000	0.209	1.000
2757	SH3BGR	SH3 domain binding glutamic acid-rich protein	217992	1	1	1	0	0	0	1	0	0	0	0.209	0.715	NaN	NaN	NaN	0.209	1.000
2758	ASB6	ankyrin repeat and SOCS box-containing 6	377388	1	1	1	0	0	1	0	0	0	0	0.209	0.845	NaN	NaN	NaN	0.209	1.000
2759	PIK3CG	phosphoinositide-3-kinase, catalytic, gamma polypeptide	981122	4	4	4	0	1	0	0	2	1	0	0.0793	0.284	0.537	0.773	0.670	0.209	1.000
2760	POP7	processing of precursor 7, ribonuclease P/MRP subunit (S. cerevisiae)	125111	1	1	1	0	0	0	0	1	0	0	0.209	0.803	NaN	NaN	NaN	0.209	1.000
2761	IFNW1	interferon, omega 1	173456	1	1	1	0	0	0	1	0	0	0	0.209	0.631	NaN	NaN	NaN	0.209	1.000
2762	PRPF39	PRP39 pre-mRNA processing factor 39 homolog (S. cerevisiae)	420865	2	2	2	1	0	0	1	1	0	0	0.132	0.799	0.742	0.233	0.402	0.209	1.000
2763	LOC649330		259598	1	1	1	0	0	0	1	0	0	0	0.209	0.668	NaN	NaN	NaN	0.209	1.000
2764	GNAT1	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1	306787	1	1	1	0	0	0	1	0	0	0	0.209	0.642	NaN	NaN	NaN	0.209	1.000
2765	SLC25A45	solute carrier family 25, member 45	261062	1	1	1	0	0	0	1	0	0	0	0.209	0.642	NaN	NaN	NaN	0.209	1.000
2766	TOMM34	translocase of outer mitochondrial membrane 34	245913	1	1	1	0	0	1	0	0	0	0	0.210	0.618	NaN	NaN	NaN	0.210	1.000
2767	SCN1B	sodium channel, voltage-gated, type I, beta	228409	1	1	1	0	0	0	1	0	0	0	0.210	0.654	NaN	NaN	NaN	0.210	1.000
2768	NTSR1	neurotensin receptor 1 (high affinity)	349442	1	1	1	0	1	0	0	0	0	0	0.210	0.601	NaN	NaN	NaN	0.210	1.000
2769	ZDHHC2	zinc finger, DHHC-type containing 2	279705	1	1	1	0	0	0	1	0	0	0	0.210	0.683	NaN	NaN	NaN	0.210	1.000
2770	APOA5	apolipoprotein A-V	318099	1	1	1	0	1	0	0	0	0	0	0.210	0.689	NaN	NaN	NaN	0.210	1.000
2771	TOX3	TOX high mobility group box family member 3	420392	1	1	1	0	1	0	0	0	0	0	0.210	0.590	NaN	NaN	NaN	0.210	1.000
2772	CALD1	caldesmon 1	635847	3	3	3	1	0	0	1	2	0	0	0.130	0.856	0.332	0.471	0.414	0.210	1.000
2773	TRDMT1	tRNA aspartic acid methyltransferase 1	332410	2	2	2	1	0	0	0	2	0	0	0.122	0.894	0.400	0.162	0.440	0.210	1.000
2774	FARP1	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)	995156	4	4	4	2	0	1	0	2	1	0	0.435	0.885	0.0680	0.348	0.123	0.211	1.000
2775	GLCE	glucuronic acid epimerase	546738	2	2	2	0	0	0	1	1	0	0	0.245	0.576	0.155	0.146	0.219	0.211	1.000
2776	A1BG	alpha-1-B glycoprotein	333519	1	1	1	0	0	0	0	0	1	0	0.211	0.804	NaN	NaN	NaN	0.211	1.000
2777	ASB9	ankyrin repeat and SOCS box-containing 9	276005	1	1	1	0	0	0	0	1	0	0	0.211	0.835	NaN	NaN	NaN	0.211	1.000
2778	JMJD1C	jumonji domain containing 1C	2250868	6	6	6	2	0	0	2	3	1	0	0.710	0.729	0.167	0.0796	0.0757	0.211	1.000
2779	RAB11A	RAB11A, member RAS oncogene family	196603	1	1	1	0	0	0	1	0	0	0	0.211	0.683	NaN	NaN	NaN	0.211	1.000
2780	TEX19	testis expressed 19	146207	1	1	1	0	0	0	0	1	0	0	0.211	0.843	NaN	NaN	NaN	0.211	1.000
2781	LOC153328		116849	1	1	1	0	0	0	0	1	0	0	0.211	0.806	NaN	NaN	NaN	0.211	1.000
2782	DIRAS1	DIRAS family, GTP-binding RAS-like 1	176089	1	1	1	0	0	0	0	1	0	0	0.211	0.832	NaN	NaN	NaN	0.211	1.000
2783	TTPA	tocopherol (alpha) transfer protein	190157	1	1	1	0	0	0	1	0	0	0	0.211	0.679	NaN	NaN	NaN	0.211	1.000
2784	SNTB2	syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)	312959	1	1	1	0	0	0	0	0	1	0	0.211	0.663	NaN	NaN	NaN	0.211	1.000
2785	SUN5	Sad1 and UNC84 domain containing 5	309004	2	2	2	0	1	0	1	0	0	0	0.0561	0.447	0.281	0.883	0.960	0.211	1.000
2786	DENND2A	DENN/MADD domain containing 2A	877568	3	3	3	1	0	1	2	0	0	0	0.125	0.668	0.307	0.712	0.433	0.211	1.000
2787	FASTKD1	FAST kinase domains 1	761795	4	4	4	1	0	0	2	2	0	0	0.0540	0.588	0.812	0.793	1.000	0.212	1.000
2788	MMACHC	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria	253435	1	1	1	0	0	0	0	0	1	0	0.212	0.778	NaN	NaN	NaN	0.212	1.000
2789	DCLRE1B	DNA cross-link repair 1B (PSO2 homolog, S. cerevisiae)	473195	2	2	2	0	0	0	1	1	0	0	0.201	0.533	0.413	0.281	0.269	0.212	1.000
2790	DNAJC27	DnaJ (Hsp40) homolog, subfamily C, member 27	247846	1	1	1	0	0	0	0	1	0	0	0.212	0.847	NaN	NaN	NaN	0.212	1.000
2791	C9orf89	chromosome 9 open reading frame 89	131074	1	1	1	0	0	0	0	1	0	0	0.212	0.830	NaN	NaN	NaN	0.212	1.000
2792	LAMA2	laminin, alpha 2 (merosin, congenital muscular dystrophy)	2787477	8	8	7	1	0	0	2	5	1	0	0.185	0.356	0.509	0.0541	0.292	0.212	1.000
2793	C2CD3	C2 calcium-dependent domain containing 3	1762607	4	4	4	1	1	0	2	0	1	0	0.249	0.564	0.0918	0.913	0.218	0.212	1.000
2794	COPS4	COP9 constitutive photomorphogenic homolog subunit 4 (Arabidopsis)	369221	2	2	2	0	0	0	1	0	1	0	0.0669	0.588	0.657	0.930	0.810	0.212	1.000
2795	RUVBL1	RuvB-like 1 (E. coli)	414232	1	1	1	1	0	1	0	0	0	0	0.212	0.946	NaN	NaN	NaN	0.212	1.000
2796	CTDSP2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2	244399	2	2	2	0	0	0	1	1	0	0	0.0543	0.528	0.881	0.839	1.000	0.212	1.000
2797	KRT13	keratin 13	373916	2	2	2	0	0	1	0	1	0	0	0.123	0.657	0.309	0.534	0.443	0.213	1.000
2798	MARCKS	myristoylated alanine-rich protein kinase C substrate	104724	1	1	1	0	0	0	0	1	0	0	0.213	0.810	NaN	NaN	NaN	0.213	1.000
2799	MRPS5	mitochondrial ribosomal protein S5	374999	2	2	2	0	0	0	1	0	1	0	0.0640	0.567	0.529	0.745	0.850	0.213	1.000
2800	PDE4DIP	phosphodiesterase 4D interacting protein (myomegalin)	2544618	7	7	7	1	0	1	2	3	1	0	0.183	0.381	0.149	0.918	0.297	0.213	1.000
2801	UBE3B	ubiquitin protein ligase E3B	951043	2	2	2	1	0	1	0	1	0	0	0.433	0.884	0.525	0.126	0.126	0.213	1.000
2802	PAQR8	progestin and adipoQ receptor family member VIII	313021	1	1	1	0	0	0	0	0	1	0	0.213	0.821	NaN	NaN	NaN	0.213	1.000
2803	RPLP0	ribosomal protein, large, P0	287572	1	1	1	0	0	0	0	1	0	0	0.213	0.815	NaN	NaN	NaN	0.213	1.000
2804	CAPS2	calcyphosine 2	310873	1	1	1	0	0	0	0	1	0	0	0.213	0.864	NaN	NaN	NaN	0.213	1.000
2805	SPEF1	sperm flagellar 1	186362	1	1	1	0	0	0	1	0	0	0	0.213	0.623	NaN	NaN	NaN	0.213	1.000
2806	TMOD4	tropomodulin 4 (muscle)	314675	1	1	1	0	0	0	1	0	0	0	0.213	0.634	NaN	NaN	NaN	0.213	1.000
2807	KLHL4	kelch-like 4 (Drosophila)	665398	2	2	2	1	0	0	1	0	1	0	0.197	0.949	0.0832	0.485	0.276	0.213	1.000
2808	EMID2	EMI domain containing 2	284891	2	2	2	0	0	0	0	2	0	0	0.115	0.618	0.288	0.259	0.474	0.213	1.000
2809	LRRN4CL	LRRN4 C-terminal like	168677	1	1	1	0	0	0	0	1	0	0	0.213	0.792	NaN	NaN	NaN	0.213	1.000
2810	C20orf165	chromosome 20 open reading frame 165	202756	1	1	1	0	0	0	1	0	0	0	0.213	0.678	NaN	NaN	NaN	0.213	1.000
2811	CDC42	cell division cycle 42 (GTP binding protein, 25kDa)	202170	2	2	2	0	0	0	1	1	0	0	0.0546	0.560	0.919	0.661	1.000	0.213	1.000
2812	LRRC37B	leucine rich repeat containing 37B	831954	2	2	2	0	0	0	1	1	0	0	0.285	0.558	0.836	0.159	0.192	0.213	1.000
2813	JRK	jerky homolog (mouse)	235546	1	1	1	0	0	0	0	1	0	0	0.214	0.808	NaN	NaN	NaN	0.214	1.000
2814	ZNF688	zinc finger protein 688	235100	1	1	1	0	0	0	0	0	1	0	0.214	1.000	NaN	NaN	NaN	0.214	1.000
2815	SLC35C1	solute carrier family 35, member C1	319490	1	1	1	0	0	0	0	1	0	0	0.214	0.798	NaN	NaN	NaN	0.214	1.000
2816	STAC2	SH3 and cysteine rich domain 2	339031	2	2	2	0	0	0	0	0	2	0	0.0548	0.528	0.625	0.394	1.000	0.214	1.000
2817	OR51I2	olfactory receptor, family 51, subfamily I, member 2	276299	1	1	1	1	0	0	1	0	0	0	0.214	0.932	NaN	NaN	NaN	0.214	1.000
2818	MGC87042		226782	1	1	1	0	0	0	0	1	0	0	0.214	0.855	NaN	NaN	NaN	0.214	1.000
2819	TMX2	thioredoxin-related transmembrane protein 2	270426	2	2	2	0	0	0	1	0	1	0	0.0548	0.660	0.438	0.758	1.000	0.214	1.000
