Chromosome Name,HGNC symbol,Gene Start (bp),Gene End (bp)
19,,20599320,20599875
6,LINC00951,40312083,40313890
Y,RNA5SP522,20508009,20508124
22,,27254597,27261749
16,,74481325,74483790
19,SNORD34,49994161,49994231
3,,72136039,72136876
1,PCAT6,202780082,202781284
6,,108306293,108306894
6,,40326483,40337213
5,,74225705,74226391
11,,60994640,61016005
Y,RNA5SP523,20509921,20510033
8,HSPA8P13,47460711,47462424
2,,131341122,131348036
16,,33287358,33287592
6,,169116745,169123604
1,HMGB1P45,50864497,50865445
19,SNORD35A,49994432,49994517
16,RNU6-237P,74490439,74490509
16,DECR2,451826,462487
HSCHR6_MHC_MCF,OR12D1,29384836,29385782
6,RNU6-250P,40375592,40375694
11,RN7SL23P,61211602,61211899
12,,25738928,25745862
19,SNORD35B,50000977,50001063
16,,74497786,74497886
Y,TUBB1P1,20548860,20551037
6,,108306863,108306983
5,,74227487,74227642
11,,61263912,61267548
6,,40469370,40470132
3,,179114749,179116979
6,,169362705,169364436
11,KRTAP5-1,1605572,1606513
5,OR1X1P,175433148,175434390
X,AMELX,11311533,11318881
6,MTHFD2P3,108307015,108307235
3,LINC00870,72200408,72223483
5,RPL27AP5,74286014,74286462
1,,149261186,149263729
12,RN7SKP262,25932221,25932503
10,,80510359,80510454
11,MIR4488,61276068,61276129
16,,33298410,33298560
6,RPL3P7,108325561,108326772
5,,74302538,74302837
6,,40484075,40491672
12,,25935640,25967105
5,PRDM9,23507264,23528706
22,,27282872,27283511
11,,61306988,61309731
2,RNU6-848P,131380411,131380517
6,,108351453,108351922
6,,169434292,169435737
2,RN7SL470P,70302150,70302404
11,KRTAP5-2,1618409,1619524
10,ZMIZ1-AS1,80703085,80827652
5,,175467747,175469881
12,,25956137,25957460
1,FCF1P6,50871102,50871696
X,,139479227,139480476
7,OR2A20P,143947138,143950050
2,,70316853,70323232
6,,108382022,108382134
11,,61355966,61375022
4,C4orf29,128886461,128960866
16,,33336283,33337443
22,,27299255,27316574
6,,169467913,169469519
2,,131414572,131414880
1,,149279016,149279311
6,OSTM1-AS1,108444719,108480596
5,,74343544,74348668
12,,25984350,25987116
19,PSG3,43225790,43244721
10,ZNF25,38238500,38265561
12,,26035888,26038788
6,,169558187,169563019
HSCHR6_MHC_MCF,UBDP1,29432158,29437368
2,CYP4F30P,131437623,131449264
1,,149284645,149286975
1,,202820956,202830748
Y,FAM41AY2,20552880,20566932
11,RPLP0P2,61382508,61406921
2,,70321026,70330352
1,RNU1-143P,149286177,149286322
7,DENND2A,140218220,140373793
6,BLOC1S5-TXNDC5,7881755,8064597
1,,149287451,149291743
8,ASNSP1,47490835,47526145
6,,108564659,108564762
HSCHR6_MHC_MCF,MAS1LP1,29442587,29443633
13,PAN3,28712643,28869475
1,,149305910,149313076
HSCHR6_MHC_SSTO,EHMT2,31839421,31849264
6,,108573418,108573604
7,OR2A1-AS1,143948357,144053274
19,C19orf60,18699495,18703146
4,LEF1,108968701,109090112
6,,169575401,169582835
22,RNU6-1066P,27431850,27431954
17,TMEM199,26684604,26708716
1,,149323331,149323422
6,RNA5SP212,108573605,108573711
15,LINC00923,98285448,98417780
6,,169613349,169639660
1,,149340659,149341066
5,SUMO2P5,74521249,74521493
22,,27444106,27456480
6,,108596846,108597750
Y,TCEB1P13,20602683,20603011
6,RNU6-1144P,108613970,108614073
6,CDC5L,44355262,44418163
5,,74615980,74632739
6,,108639283,108639608
Y,OFD1P4Y,20615036,20634023
2,,70329683,70329994
17,,13812548,13814529
1,FCGR1C,149369294,149378365
6,,169686629,169689311
17,,13836037,13843911
5,,74659585,74660067
11,,61422137,61423174
HSCHR6_MHC_MCF,RPS17P1,29456833,29457238
17,,13861065,13870269
2,,222502263,222506533
3,ULK4,41288090,42003922
5,,175551213,175558464
2,,70351168,70352449
6,,169696566,169698054
6,,108693976,108694131
17,CDRT15P1,13927831,13928805
2,,222808942,222809331
5,,141913820,141913910
5,,175564160,175582741
10,RPS27P18,127162255,127162501
22,,27539439,27555840
11,,61513965,61525127
6,,108708716,108709284
5,RPS12P10,141946265,141946641
6,RNU6-770P,108713277,108713381
5,,74670288,74670634
Y,USP9YP14,20642973,20649286
HSCHR6_MHC_MCF,,29465072,29478119
6,,169770093,169788480
6,,108872221,108872410
19,TMEM91,41856816,41889988
3,SNORA7B,129116053,129116191
15,ARRDC4,98462784,98517068
2,MIR1285-2,70480050,70480137
17,CRHR1,43699267,43913194
X,,139486264,139486355
1,EPHA8,22890057,22930087
3,RN7SL752P,129310192,129310488
12,RASSF8-AS1,26092262,26112698
6,SUMO2P8,108939203,108939488
5,RNU7-175P,74834423,74834483
10,,127262940,127267014
22,,27600173,27601088
3,,129350862,129351335
2,MIR4436B1,111042430,111042520
2,MIR4436B2,111042430,111042520
X,RPS17P17,139553031,139553439
HG962_PATCH,PGM5,70943224,71114201
6,,169826515,169827164
5,,74894307,74895205
3,CNTN6,1134260,1445901
3,,129537775,129537876
5,,142029565,142029647
2,HSPA9P1,222826456,222828484
3,RNU6-1142P,129538620,129538719
22,,27617310,27620688
5,,175570088,175626298
5,,142083347,142084986
6,,170097344,170097429
2,,70480987,70481142
3,,129565893,129566800
2,,111058889,111058970
6,,170125187,170125950
2,,70528583,70529204
5,,142125165,142140563
6,RPS18,33239787,33244287
6,LINC00222,109072857,109091145
X,,139763271,139769870
3,TMCC1-AS1,129612714,129637418
6,,170125600,170139088
5,,74904642,74905808
HSCHR6_MHC_MCF,LINC01015,29496990,29501138
11,OTUB1,63753325,63769283
1,HIST2H2BB,149369722,149399226
2,,111116367,111116703
6,,170170509,170172138
X,MIR320D2,140008337,140008384
1,,202830882,202844369
12,,122235417,122239878
2,BRD7P6,70580142,70583047
6,LINC00242,170188886,170198921
X,,140013903,140079613
3,,129672948,129688137
12,,122294165,122294965
22,TTC28,28374004,29075853
1,,202842422,202843454
8,,47583461,47583548
11,BANF1,65769550,65771620
HSCHR6_MHC_DBB,PSMB9,32789894,32825298
6,LINC00574,170190417,170202969
5,RNU6-680P,75005320,75005424
1,,149372292,149379646
3,,129717374,129717779
2,,23729913,23747214
12,RNU7-170P,122346009,122346069
X,RNU6-3P,140212215,140212321
5,SLC25A5P9,75048395,75049304
12,,122445340,122457920
11,MIR611,61559967,61560033
1,,149398877,149400540
5,ARHGAP26-AS1,142239169,142248487
22,,27672201,27682310
8,ASNSP4,47609252,47610310
11,MIR1908,61582633,61582712
1,,149400063,149429348
6,,170209414,170210198
6,PHACTR2,143857982,144152322
22,,27703444,27714499
11,RNU6-1243P,61705366,61705472
Y,RNU1-48P,20648397,20648558
11,,61779223,61780074
1,HNRNPA1P59,202880940,202881857
6,,170477741,170478251
1,,149424566,149424954
4,KLHL2,166128770,166244308
HSCHR6_MHC_MCF,GPR53P,29505274,29506357
16,LAT,28996147,29002104
2,,70630066,70649810
12,,122501212,122506522
16,,5651170,5666197
11,,61840354,61840524
22,,27706612,27713417
X,,140232663,140233358
2,,70682662,70682756
1,LURAP1,46669006,46686933
2,FBLN7,112895962,112945791
6,,170493905,170494884
3,,179123236,179123732
4,,140347453,140352038
1,RNVU1-19,149514090,149514256
5,,75127080,75128589
1,,202884008,202884108
11,,61844749,61849656
3,,179170183,179170207
HSCHR6_MHC_MCF,OR2I1P,29520811,29521758
1,,149524787,149525073
2,,111118185,111121314
6,RPL12P23,170514993,170515482
6,ZNF259P1,109103329,109108256
1,,202955685,202957710
16,,5810688,5810789
1,,149575345,149575767
16,,5888132,5888662
4,,140357522,140357648
11,,61936765,61937300
3,MTHFD2P7,179182134,179183116
2,,222909244,222909713
22,,27727748,27775226
16,,74586149,74586644
2,TGFA-IT1,70694517,70695627
4,FTH1P24,140467420,140467881
6,BLOC1S5,8013800,8064647
15,GOLGA8M,28947100,28983530
16,,6106976,6142955
1,,202968866,202969480
8,,26921513,26922795
11,,61980899,62028021
4,,140477953,140478797
2,,70914274,70918956
15,RSL24D1,55473004,55489265
16,,74646494,74647119
22,,27853208,27856021
12,RN7SL770P,56588931,56589180
X,,117048207,117048308
6,,170563422,170571657
11,NPM1P35,62098418,62099285
10,,131308884,131309525
X,,117250142,117250763
12,,56661577,56663888
4,,140539290,140544386
1,,203096387,203097082
8,,47696422,47697550
5,,75206108,75206401
16,,74701404,74702604
16,,6623768,6627360
HSCHR6_MHC_MCF,OR2H5P,29541490,29542417
2,SUMO1,203070903,203103331
1,,149575482,149616786
6,,170575757,170585850
11,,62104383,62105562
12,,56693926,56708592
1,,203113092,203122028
16,,6771787,6771961
12,TMTC2,83080659,83528649
6,,109138883,109139129
2,,223181961,223183372
Y,USP9YP5,20652801,20656181
8,,27005221,27005309
16,,74781109,74781209
4,RN7SKP237,140606281,140606581
16,RNU7-99P,6798909,6798970
8,,27041838,27068011
11,RCC2P6,62138618,62140640
2,HMGN2P21,71030289,71030558
4,H3F3AP6,140619298,140619708
6,,109177603,109177940
16,,74876485,74877781
2,,131447706,131476404
6,,170581562,170588975
12,,56702652,56703233
16,RNU6-457P,6923900,6924006
22,,27959800,27969534
1,NPM1P40,203224871,203225603
11,SBF2,9800214,10315754
5,ARHGAP26-IT1,142572065,142573731
17,MRPL27,48445218,48450575
16,RNU6-328P,7054008,7054113
4,RN7SKP253,140715279,140715587
X,TUBB4BP3,117262711,117262981
12,RNU7-40P,56746171,56746234
2,,223182994,223217708
16,,7176294,7176640
22,,28072556,28110959
2,,111132715,111142019
4,,141049169,141055719
11,,62140128,62140191
15,FAM169B,98980391,99057611
5,BIN2P2,75206390,75207692
12,,56774145,56776495
11,,62158988,62160844
HSCHR6_MHC_MCF,TMEM183AP1,29545041,29545330
6,,170606964,170607463
16,,7481218,7481297
17,,30410198,30424084
4,LSM6,147096837,147121152
2,ATAD2B,23971534,24149984
16,,75142499,75144610
6,,109228818,109229076
X,MTND1P31,62062012,62062972
16,,7664232,7664994
4,,141196195,141196266
2,,71037930,71038606
19,TMEM59L,18718240,18731849
15,PLA2G4E,42273780,42343388
8,GULOP,27417791,27446590
11,,62189317,62194196
6,MIR4644,170639849,170639932
HSCHR6_MHC_COX,SLC44A4,31818512,31834373
16,,75153456,75178098
1,,203256280,203257929
16,,7776843,7776953
5,,75216495,75217485
17,MARCH10,60778675,60885705
10,EBF3,131633547,131762105
4,,141204878,141294535
6,ARMC2-AS1,109244179,109245306
5,,142712170,142712804
6,,170723227,170728413
16,,7938491,7944397
11,,62231107,62231196
16,,75226363,75227145
6,,109319685,109320328
5,,142869420,142910915
22,,28103578,28105929
X,MTND2P25,62063167,62063776
11,,62304784,62309490
16,,7949340,7949433
17,,30415179,30421952
2,,131449816,131451343
22,,28112468,28117665
2,ARHGAP25,68906733,69053965
6,RNU6-653P,109380712,109380817
11,,62313471,62315171
16,,8326265,8345702
X,ZFRP1,62098281,62104312
2,,111140689,111142219
HSCHR6_MHC_MCF,,29549832,29549915
6,,109609643,109609765
2,,71115001,71117089
11,,62373633,62373877
2,,131501111,131513452
1,,203267886,203274437
16,,75259972,75262093
11,SNORA57,62432894,62433042
16,,8348494,8349774
11,MEN1,64570982,64578766
10,RNU6-1118P,38712553,38712656
6,PTCHD3P3,109609774,109611706
5,,75371356,75371745
4,,141235317,141235704
11,,62538592,62539078
X,MSL3,11776278,11793870
16,,8359541,8359659
10,CICP9,38741915,38744293
1,,149576594,149577296
11,CST6,65779312,65780976
X,CBX1P1,62519126,62519552
16,,8359964,8407862
5,,175630317,175630713
10,,80760241,80763560
11,,62553498,62554257
X,RPL12P43,117280026,117280524
1,,149587502,149587988
2,,223269704,223269814
4,,141287394,141288015
5,,175735066,175736016
1,RNU6-487P,203288124,203288227
10,,38742109,38755104
11,,62575154,62575535
10,,81142084,81169030
16,,8419866,8426278
2,NANOGP2,223317119,223317845
1,,203322493,203322779
1,,149590752,149591762
16,,8558071,8558587
17,,30433349,30441144
22,TTC28-AS1,28315364,28404569
5,HAVCR2,156512843,156569880
2,,71157470,71157545
10,KIF11,94353043,94415150
10,TPRX1P1,81259422,81259740
1,,203369394,203369709
5,RNU7-156P,142922079,142922152
4,RN7SL152P,141499079,141499374
1,,149605640,149633208
11,RNU6-118P,62583438,62583539
10,,81263829,81266037
16,,8576551,8582015
14,,96671181,96730266
X,,117412122,117417330
5,,142938784,142942113
2,,71168947,71175740
10,ABCD1P2,38894549,38898740
4,,141521555,141521729
11,RN7SL119P,62584302,62584561
14,,96129593,96158967
2,RNU6-619P,223363010,223363117
1,RAD54L,46713360,46744145
16,RN7SL743P,8777111,8777406
X,,117512907,117513007
10,,81270301,81270439
1,RNVU1-20,149605917,149606079
11,,62599706,62601515
2,,131534219,131534530
6,CCDC162P,109612231,109676266
16,RNU7-63P,8799313,8799374
4,TNRC18P1,141562994,141566643
2,GAPDHP49,223368602,223369562
5,,142985193,143208337
X,,62563106,62780951
1,,203626097,203626888
16,,8825273,8825416
10,,81286264,81286387
1,,149626959,149637707
7,AOC1,150521715,150558592
4,,141621989,141622096
8,MIR30B,135812763,135812850
16,RNU6-758P,75320610,75320696
2,,131588551,131594567
11,RNU2-2P,62609091,62609281
2,,102508955,102511150
4,,141633322,141637235
16,,75355788,75358946
10,PABPC1P12,38929039,38931213
8,MIR30D,135817119,135817188
11,SCT,626431,627143
10,RPS12P18,81303843,81304112
14,BDKRB1,96722161,96735304
17,KCNJ16,68049570,68131749
16,,75413716,75415158
2,,111143954,111145740
8,,135844990,135846725
4,,141677682,141679075
8,TRIM60P15,47703687,47704686
5,,75374491,75375588
10,MBL3P,81342054,81344633
8,,135850312,135854880
4,,141700193,141700295
2,,223431624,223434438
5,,175774944,175780587
4,,142161893,142199943
3,,179301050,179301550
X,,140267420,140267773
8,,135862178,135894142
16,,8941507,8942581
3,,179302059,179302198
5,,75377771,75380011
X,RBMX2P2,140355255,140358349
11,CATSPER1,65784223,65793988
4,,77414400,77414539
5,,175781209,175783171
1,,149646785,149649302
3,,179332563,179332666
4,,142218928,142219032
21,,34947431,34947645
17,,14080448,14080627
16,,8941962,8954274
4,,77430437,77430872
2,TCEB1P21,71183029,71183364
11,,107462471,107463949
5,MIR1271,175794949,175795034
3,,179343366,179345434
17,,14113805,14121239
2,RN7SL160P,71192701,71192995
2,,223542396,223543008
8,,135991070,135991522
2,,131687335,131687457
4,,142240604,142253772
5,RNA5SP186,75387533,75387626
21,,34956993,35284635
3,,179367282,179367988
2,NEK2P4,131935191,131936519
11,KRTAP5-3,1628795,1629693
2,,71221573,71229884
8,,136246374,136311962
8,LINC00293,47733859,47765929
14,,96741383,96743060
15,IGF1R,99192200,99507759
11,SLN,107578104,107590419
HSCHR6_MHC_DBB,,30461233,30465132
14,,96178084,96223993
17,,14198829,14200917
16,,33344309,33348279
3,,179521851,179522154
4,RNU6-145P,77453375,77453480
5,,175878763,175878873
11,DRD4,637293,640706
5,MIR5197,143059425,143059536
1,,149649060,149719362
5,PHAX,125935960,125962944
5,,75466755,75466928
4,MIR4450,77494721,77494785
5,RN7SL684P,175974436,175974727
3,PEX5L-AS1,179593164,179599397
17,,14207171,14208822
5,,143131655,143132269
5,,175983705,175983806
4,MIR548AH,77496704,77496779
2,IL1R2,102608306,102645006
2,CCDC141,179694484,179914813
17,,14230652,14232791
5,,75465911,75470171
2,,131938726,131938942
19,PSG8,43256838,43359843
8,,136252033,136252102
4,,77558776,77565521
5,CCDC125,68576002,68628636
17,,14277456,14324343
14,,96317818,96317927
8,,136468108,136469195
11,KRTAP5-4,1642188,1643368
5,MIR4281,176056440,176056501
12,,96837258,96837327
3,PEX5L-AS2,179616017,179639683
14,,96321885,96332801
2,,223562615,223562719
4,,77678113,77679627
17,RPS18P12,14608393,14608851
16,,33350764,33356875
4,,142326326,142328740
12,EEF1A1P33,97294475,97296476
8,MAPRE1P1,136637428,136638224
2,,223563342,223564203
4,,77679707,77723117
2,NF1P8,131947407,131955066
8,RNU1-35P,136754586,136754738
4,,142351985,142352438
11,KRTAP5-5,1651033,1652160
14,LINC00617,96342729,96391908
4,,142491084,142497230
4,,77775117,77775213
10,SEC23IP,121652223,121702014
8,,137059264,137178365
2,,71229661,71291873
4,RPL5P13,143208070,143208778
4,,77807182,77807523
11,,107582998,107595135
4,LSM3P4,143238391,143238699
16,,33365116,33373402
4,,77812187,77812598
8,,137501691,137542119
17,,14629046,14633003
2,,71239461,71239537
X,,140474987,140475271
4,,143435599,143440136
2,,223591176,223591553
2,RN7SL820P,197154133,197154429
2,,71240219,71240287
17,,14670900,14683520
1,,149664577,149664889
11,,107643129,107647344
2,,197550872,197551054
11,ZBED5-AS1,10879806,10928349
5,HMGN2P4,75537849,75538229
4,,143487172,143582103
X,SPANXA2-OT1,140590843,140738057
2,HNRNPA3P15,197879714,197880739
4,,77880013,77880322
2,,197893435,197894867
8,,137543041,137997178
X,,140713994,140714863
11,,107650219,107652316
4,,143854348,144106014
17,,14737955,14803871
2,,71244154,71244239
6,PPIL4,149825869,149867174
1,RNU1-68P,149671723,149671868
1,,149672997,149677289
2,,198062715,198063997
2,OR7E91P,71256158,71257023
HSCHR6_MHC_MCF,RPL13AP,29550091,29550608
11,,10906432,10920869
12,,97373306,97373407
14,ATG2B,96747595,96830207
1,,149689368,149689854
X,,141235648,141236652
2,ATG12P2,223769358,223769773
12,,97379434,97579387
17,RPL23AP76,14851058,14851515
2,ANKRD44-IT1,198115582,198167243
4,,78003556,78004279
1,,149708860,149708951
2,OR7E46P,71264815,71265833
HG990_PATCH,C17orf97,260118,264367
16,,8947169,8948204
11,KRTAP5-6,1718425,1718985
17,CCL4,34430983,34433014
11,,11139401,11205158
12,,97417799,97444907
1,,149725851,149726260
HSCHR6_MHC_MCF,SUMO2P1,29603636,29603919
17,,14918122,14955593
16,,8963108,8963889
4,,78033648,78034611
5,,75576781,75577092
4,RNU6-1187P,78071481,78071590
15,APBA2,29129629,29410518
17,CDRT7,14934292,14935274
16,,9056563,9060847
8,MTND1P7,47738850,47740031
2,ATP5G2P3,198127835,198128259
11,,11157029,11159205
4,,78137569,78138031
4,,143966239,143967031
11,SNHG1,62619460,62623386
2,TRIM43,96257766,96265526
4,,78232550,78233264
5,,75581367,75607287
1,,149754433,149783312
2,,198176117,198177464
11,IFITM10,1753640,1771821
17,CDRT8,15008554,15009504
4,,78271523,78272388
2,,223782105,223784081
10,ZNF33A,38299578,38354016
8,RNU6-144P,138117595,138117701
1,,149757215,149764576
4,,78315645,78415440
2,,71266437,71266490
16,,9162411,9166269
17,,15141102,15141200
11,,11203654,11203960
8,,138708967,138710710
2,,223797312,223797401
2,NPM1P46,198244425,198245616
X,,141260652,141261775
16,,9198705,9200618
2,OR7E62P,71282657,71283133
16,THAP11,67876213,67878097
4,,78623900,78623957
17,MIR4731,15154944,15155013
1,,149802876,149804109
HG990_PATCH,FAM101B,289769,295730
6,E2F3,20402398,20493941
2,RN7SL807P,224113219,224113512
2,CCDC138,109403213,109501933
HSCHR6_MHC_MCF,ZDHHC20P1,29675658,29676080
11,MTND5P21,11261306,11261827
16,,9199691,9201031
5,,75627662,75629781
4,,78785662,78785958
17,,15164332,15169024
8,,138821687,139095813
2,,198269442,198269578
2,HIGD1AP4,224262985,224263264
2,RNU6-1029P,198312469,198312575
4,,144207446,144251011
1,HIST2H2BD,149814608,149815100
16,,9201098,9207038
11,,11264735,11265262
17,,15170778,15175607
HSCHR6_MHC_MCF,HCG4P11,29687895,29688885
4,,144230619,144230719
HG104_HG975_PATCH,PARP10,145059323,145094942
2,,198398527,198398689
1,,149816065,149820591
15,PLA2G4D,42359207,42386752
2,,71294649,71295255
8,RNU6-656P,47742672,47742778
HG990_PATCH,,254332,263814
8,ZNF7,146052849,146072894
4,,78879154,78879934
11,,11373973,11374854
17,,15179879,15182794
1,,149817383,149818053
2,,199052526,199056245
11,GAL3ST3,65809423,65816651
8,,47749200,47750328
16,RAB11FIP3,475619,573011
4,,144256418,144258970
8,,138864570,138941287
5,,56137843,56157991
10,SLC9B1P3,38934102,38982199
5,,176134357,176153244
1,HIST2H2BC,149821760,149822339
HSCHR6_MHC_MCF,MICE,29706644,29713883
4,MIR3139,144264613,144264688
HG1063_PATCH,PPIP5K2,102455853,102538940
17,RNU6-799P,15214662,15214768
5,,75672500,75672974
10,GLRX3,131934663,131982785
11,,11591631,11595329
4,HMGB1P44,78885094,78885665
8,,139075511,139085483
5,,176153943,176166459
4,,144270428,144271270
1,,150025846,150027020
2,,199164087,199239821
17,,15283181,15321195
2,BTF3P5,55662292,55662758
X,,141282138,141283276
8,,140108548,140115073
9,CDK9,130547958,130553066
11,MIR4299,11678198,11678269
5,,176170206,176170872
17,RN7SL792P,15311701,15312003
4,HNRNPA1P56,78909014,78909967
11,SLC35F2,107661717,107799019
11,,11780648,11780980
2,,224363491,224369329
4,,147145709,147150208
8,RPS3AP32,74968117,74968882
8,,140120673,140120777
17,RPL9P2,15346953,15347505
4,,144345906,144347166
11,,11878037,11878406
8,,140126436,140140196
2,,199417919,199637080
2,,71352653,71352722
2,,224370194,224375651
X,RNA5SP516,141498839,141498957
5,ZNF346-IT1,176478715,176479964
2,,71405717,71405903
1,RN7SL480P,150183930,150184221
8,,140472305,140475259
14,RN7SKP99,58304072,58304378
HSCHR6_MHC_QBL,,32974007,32976386
X,,141694646,141694731
2,,199431369,199431453
15,RAB27A,55495164,55611311
4,,78924297,78924593
2,,224569338,224570055
2,RNU6-105P,71606885,71606988
